OBJECTID,IDPTOVENTA,Municipio,Provincia,Código_Po,Dirección,Latitud,Longitud
3298,FB_038DE3,Madrid,MADRID,28019,"CL INMAC.CONCEPCION, 36",40.39562,-3.71158
3299,FB_038BDA,Madrid,MADRID,28019,"GR MARQUES DE VADILLO, 4",40.39718,-3.71603
3300,FB_038BB1,Madrid,MADRID,28019,"CL LA VIA, 7",40.38678,-3.72201
3301,FB_029577,Madrid,MADRID,28019,"CL PEDRO YAGUE, 2",40.39284,-3.70833
3302,FB_033DC3,Madrid,MADRID,28019,"CL JACINTO VERDAGUER, 36",40.39531,-3.71894
3303,FB_02AB75,Madrid,MADRID,28019,"CL SAN PATRICIO, 6",40.39173,-3.72535
3304,FB_035942,Madrid,MADRID,28019,"CL URGEL, 37",40.39264,-3.72737
3305,FB_036185,Madrid,MADRID,28019,"CL ANTONIO LOPEZ, 90",40.39369,-3.70745
3306,FB_02A75F,Madrid,MADRID,28019,"CL GENERAL RICARDOS, 65",40.39425,-3.72203
3307,FB_03940C,Madrid,MADRID,28020,"CL BRAVO MURILLO, 110",40.44202,-3.70166
3308,FB_034A01,Madrid,MADRID,28020,"CL SAN GERM?N, 49",40.45719,-3.70051
3309,FB_039683,Madrid,MADRID,28020,"CL BRAVO MURILLO, 201",40.45504,-3.70291
3310,FB_03979C,Madrid,MADRID,28020,"CL BRAVO MURILLO, 133",40.45015,-3.70366
3311,FB_039864,Madrid,MADRID,28020,"CL CAPITAN HAYA, 7",40.45418,-3.69265
3312,FB_03986B,Madrid,MADRID,28020,"CL BRAVO MURILLO, 140",40.45031,-3.70328
3313,FB_038797,Madrid,MADRID,28020,"CL SAN GERM?N, 5",40.45624,-3.69263
3314,FB_03896F,Madrid,MADRID,28020,"CL POETA JOAN MARAGALL, 65",40.4653,-3.69174
3315,FB_036195,Madrid,MADRID,28020,"CL INFANTA MERCEDES, 10",40.45413,-3.69899
3316,FB_036333,Madrid,MADRID,28020,"CL BRAVO MURILLO, 223",40.45685,-3.70188
3317,FB_03532B,Madrid,MADRID,28020,"CL ORENSE, 35",40.45352,-3.6954
3318,FB_03544F,Madrid,MADRID,28020,"CL GENERAL MOSCARDO, 9",40.44781,-3.69707
3319,FB_035453,Madrid,MADRID,28020,"CL INFANTA MERCEDES, 70",40.46105,-3.69587
3320,FB_0354F6,Madrid,MADRID,28020,CL ORENSE 83 (L-3),40.46006,-3.69446
3321,FB_0355D1,Madrid,MADRID,28020,"CL HERNANI, 15",40.44841,-3.7023
3322,FB_02A53A,Madrid,MADRID,28020,"CL ORENSE, 8",40.44852,-3.69523
3323,FB_02A76B,Madrid,MADRID,28020,"CL BRAVO MURILLO, 293",40.46093,-3.69838
3324,FB_02AC33,Madrid,MADRID,28020,"AV GENERAL PERON, 16",40.45227,-3.69682
3325,FB_03375E,Madrid,MADRID,28020,"CL POETA JOAN MARAGALL, 22",40.45732,-3.69202
3326,FB_0343B3,Madrid,MADRID,28020,"CL BRAVO MURILLO, 318 -320",40.46396,-3.69596
3327,FB_0344DD,Madrid,MADRID,28020,"CL INFANTA MERCEDES, 58",40.45971,-3.6966
3328,FB_03475D,Madrid,MADRID,28020,"CL BRAVO MURILLO, 250",40.45991,-3.69893
3329,FB_0394DD,Madrid,MADRID,28020,"CL BRAVO MURILLO, 187",40.45392,-3.70313
3330,FB_029F3B,Madrid,MADRID,28021,"CL  DOMINGO PARRAGA, 38",40.34211,-3.71203
3331,FB_02A007,Madrid,MADRID,28021,"CL ROCAFORT, 22",40.34145,-3.68714
3332,FB_038F0A,Madrid,MADRID,28021,"CL ROCAFORT, 78",40.3423,-3.68546
3333,FB_038F35,Madrid,MADRID,28021,"PASEO ALBERTO PALACIOS, 14",40.34717,-3.70818
3334,FB_038F92,Madrid,MADRID,28021,"CL PEDRO JIMENEZ, 2",40.34406,-3.70958
3335,FB_038A43,Madrid,MADRID,28021,"CL BERROCAL, 14",40.3484,-3.67789
3336,FB_038A53,Madrid,MADRID,28021,"PL PINAZOS, 3 LOC.212",40.34305,-3.6913
3337,FB_03686A,Madrid,MADRID,28021,"PS ALBERTO PALACIOS, 82",40.34338,-3.71651
3338,FB_0370CE,Madrid,MADRID,28021,"CL MARIA CALLAS, 4",40.35449,-3.68791
3339,FB_0370CF,Madrid,MADRID,28021,"CL BENIMAMET, 13 L-3",40.34394,-3.68833
3340,FB_037A60,Madrid,MADRID,28021,"CL REAL DE PINTO, 5 LOCAL",40.34479,-3.71443
3341,FB_03536D,Madrid,MADRID,28021,"CL MARTINEZ OVIOL, 21",40.35164,-3.68862
3342,FB_034571,Madrid,MADRID,28021,"CL JULIA SOLA, 7",40.35354,-3.68244
3343,FB_034C64,Madrid,MADRID,28021,"CL ENCARNACION OVIOL, 50",40.35058,-3.68693
3344,FB_02895C,Madrid,MADRID,28021,"CL CALAMINA, 14",40.34661,-3.71202
3345,FB_028993,Madrid,MADRID,28021,"CL REAL DE PINTO, 31",40.34594,-3.7063
3346,FB_0289BE,Madrid,MADRID,28021,"CL DR. MARTIN  AREVALO, 4",40.34634,-3.70826
3347,FB_039726,Madrid,MADRID,28022,"CL ALCALA, 607",40.44711,-3.61192
3348,FB_029E80,Madrid,MADRID,28022,"CL DISCOBOLO, 66",40.4434,-3.61142
3349,FB_02983B,Madrid,MADRID,28022,"CL AVENIDA QUINTA, 9",40.4482,-3.59629
3350,FB_028930,Madrid,MADRID,28022,"CL NIZA, 7",40.42673,-3.60624
3351,FB_0388FB,Madrid,MADRID,28022,CL ONCE 4,40.44473,-3.59504
3352,FB_035817,Madrid,MADRID,28022,"AV CANILLEJAS A VICALVARO, 111",40.42973,-3.61095
3353,FB_0370B4,Madrid,MADRID,28022,"CL LONGARES, 18 -20",40.43082,-3.60943
3354,FB_034C18,Madrid,MADRID,28022,"CR VICALVARO, 63",40.43513,-3.61225
3355,FB_035042,Madrid,MADRID,28022,"CL BOLTA?A, 15",40.44508,-3.61331
3356,FB_035094,Madrid,MADRID,28022,"CL RIBADUMIA, 3",40.44155,-3.61075
3357,FB_02A9F1,Madrid,MADRID,28022,"CL BOLTA?A, 57",40.44761,-3.60967
3358,FB_03629F,Madrid,MADRID,28022,"CL JULIA GARCIA BOUTAN, 35 L-2",40.43032,-3.60606
3359,FB_039731,Madrid,MADRID,28023,"AVENIDA VICTORIA, 41",40.47196,-3.8287
3360,FB_029D3C,Madrid,MADRID,28023,"CL BAJA DE LA IGLESIA, 13",40.45785,-3.7827
3361,FB_028961,Madrid,MADRID,28023,"AV OSA MAYOR, 38",40.45924,-3.78045
3362,FB_034AB5,Madrid,MADRID,28023,"CL PLEYADES, 25",40.46295,-3.7845
3363,FB_034433,Madrid,MADRID,28024,"CL SESE?A, 72",40.39535,-3.76751
3364,FB_034643,Madrid,MADRID,28024,"CL ILLESCAS, 115",40.39297,-3.76117
3365,FB_03822A,Madrid,MADRID,28024,"CL ILLESCAS, 55",40.39587,-3.76443
3366,FB_034EF6,Madrid,MADRID,28024,"CL TEMBLEQUE, 95",40.39172,-3.76354
3367,FB_03544B,Madrid,MADRID,28024,"CL GALICIA, 3",40.39735,-3.771
3368,FB_029BB2,Madrid,MADRID,28024,"CL VILLAVICIOSA, 54 L-C",40.39657,-3.77347
3369,FB_0350CA,Madrid,MADRID,28024,"CL QUERO, 75",40.38981,-3.76112
3370,FB_02A7BA,Madrid,MADRID,28024,"CL FUENTE DE LIMA, 7",40.38365,-3.78316
3371,FB_02A709,Madrid,MADRID,28024,"CL MIRLO, 25",40.39796,-3.76937
3372,FB_03846A,Madrid,MADRID,28024,"CL ESCALONA, 12",40.39765,-3.76155
3373,FB_027EE5,Madrid,MADRID,28025,"CL EUGENIA DE MONTIJO, 84",40.37846,-3.74786
3374,FB_028952,Madrid,MADRID,28025,"PL SAN VICENTE PAUL, 6",40.38574,-3.72648
3375,FB_02A922,Madrid,MADRID,28025,"CL TUCAN, 17",40.38991,-3.74027
3376,FB_02AC04,Madrid,MADRID,28025,"PZ TARIFA, 5",40.38396,-3.73079
3377,FB_033735,Madrid,MADRID,28025,"CL REAL MADRID, 11",40.3885,-3.74131
3378,FB_033DC5,Madrid,MADRID,28025,"CL CNO. VIEJO LEGANES,156",40.38069,-3.73157
3379,FB_03440D,Madrid,MADRID,28025,"CL OCA, 49",40.38918,-3.73802
3380,FB_034EAF,Madrid,MADRID,28025,"PS MU?OZ GRANDES, 29",40.38673,-3.74211
3381,FB_0350A2,Madrid,MADRID,28025,"PL CARABANCHEL BAJO, 1",40.38072,-3.74089
3382,FB_035608,Madrid,MADRID,28025,"CL OCA, 26",40.38803,-3.73703
3383,FB_03628E,Madrid,MADRID,28025,"CL LAGUNA, 113",40.38904,-3.74193
3384,FB_037347,Madrid,MADRID,28025,"PSO MU?OZ GRANDES, 13",40.3795,-3.74919
3385,FB_038581,Madrid,MADRID,28025,"AVDA OPORTO, 6",40.38535,-3.71951
3386,FB_0388FD,Madrid,MADRID,28025,"CL CARRERO JUAN RAMON, 10",40.3793,-3.72896
3387,FB_039076,Madrid,MADRID,28025,"CL GENERAL RICARDOS, 244",40.37658,-3.73399
3388,FB_0392EF,Madrid,MADRID,28025,"CL GENERAL RICARDOS, 196",40.3858,-3.73614
3389,FB_0289A2,Madrid,MADRID,28026,"CL MARIBLANCA, 18",40.39143,-3.70621
3390,FB_02A759,Madrid,MADRID,28026,"CL ISABELITA USERA, 18",40.38463,-3.70812
3391,FB_0396B7,Madrid,MADRID,28026,"CL MARCELO USERA, 11",40.38761,-3.69991
3392,FB_038825,Madrid,MADRID,28026,"PZ FERNANDEZ LADREDA, S/N",40.38513,-3.71725
3393,FB_038896,Madrid,MADRID,28026,"CL ANTONIO LOPEZ, 205",40.38269,-3.69556
3394,FB_038A21,Madrid,MADRID,28026,"CL DOLORES BARRANCO, 50",40.38343,-3.70684
3395,FB_038BAC,Madrid,MADRID,28026,"CL MARCELO USERA, 150",40.38528,-3.71261
3396,FB_037C52,Madrid,MADRID,28026,"AVD RAFAELA YBARRA, 30",40.38125,-3.71139
3397,FB_034438,Madrid,MADRID,28026,"CL DOLORES BARRANCO, 10",40.38353,-3.70336
3398,FB_034C63,Madrid,MADRID,28026,"CL JESUS DEL GRAN PODER,50",40.38592,-3.70044
3399,FB_035098,Madrid,MADRID,28026,"CL MARCELO USERA, 42",40.38626,-3.70256
3400,FB_0350AC,Madrid,MADRID,28026,"CL ANTONIO LOPEZ, 154",40.38969,-3.70146
3401,FB_0353E9,Madrid,MADRID,28026,"CL AMPARO USERA, 45",40.38804,-3.70161
3402,FB_0298EB,Madrid,MADRID,28026,"CL DOLORES BARRANCO, 69",40.3831,-3.70943
3403,FB_029FCD,Madrid,MADRID,28026,"CL MARINA USERA, 23",40.38064,-3.71384
3404,FB_039010,Madrid,MADRID,28026,"AV CERRO LOS ANGELES, 23",40.3787,-3.71232
3405,FB_0289B9,Madrid,MADRID,28027,"CL ALCALA, 440",40.43841,-3.63563
3406,FB_039764,Madrid,MADRID,28027,"CL ALCALDE LOPEZ CASERO, 7",40.43311,-3.65562
3407,FB_03986A,Madrid,MADRID,28027,"PZ VIRGEN DEL ROMERO, 8",40.43901,-3.65111
3408,FB_0389DF,Madrid,MADRID,28027,"CL ALCALA, 378",40.43597,-3.642
3409,FB_0381EA,Madrid,MADRID,28027,"CL VIRGEN FUENCISLA, 22",40.43783,-3.65111
3410,FB_03485D,Madrid,MADRID,28027,"CL CONDESA VENADITO, 16",40.44467,-3.65341
3411,FB_0350B3,Madrid,MADRID,28027,"CL ESTEBAN MORA, 43",40.43889,-3.654
3412,FB_035120,Madrid,MADRID,28027,"AV DONOSTIARRA, 26 (POSTERIOR)",40.43453,-3.65651
3413,FB_035465,Madrid,MADRID,28027,"AV DONOSTIARRA, 15",40.4345,-3.65658
3414,FB_029E89,Madrid,MADRID,28027,"CL ALCALA, 461",40.439,-3.63392
3415,FB_02AC4B,Madrid,MADRID,28027,"CL ALCALA, 338",40.43423,-3.64557
3416,FB_033982,Madrid,MADRID,28027,"CL HERMANOS DE PABLO, 12",40.4358,-3.64475
3417,FB_0340D6,Madrid,MADRID,28027,"CL ALCALA, 256",40.43212,-3.65459
3418,FB_02892D,Madrid,MADRID,28027,"CL JOSE DEL HIERRO, 39",40.44024,-3.64417
3419,FB_028983,Madrid,MADRID,28027,"AV 25 DE SEPTIEMBRE, 2",40.44448,-3.62491
3420,FB_0289A3,Madrid,MADRID,28028,"AV BRUSELAS, 39",40.43663,-3.66493
3421,FB_0398C3,Madrid,MADRID,28028,"CL MAESTRO ALONSO, 1 ACCESO POR CL",40.42939,-3.65349
3422,FB_02ABF2,Madrid,MADRID,28028,"PS MARQUES DE ZAFRA, 7",40.42681,-3.66759
3423,FB_037451,Madrid,MADRID,28028,"AV BRUSELAS, 66",40.44063,-3.66297
3424,FB_0289A9,Madrid,MADRID,28028,"CL ANTONIA RUIZ SORO, 30",40.43829,-3.66472
3425,FB_03894F,Madrid,MADRID,28028,"CL ALONSO HEREDIA, 2",40.43459,-3.67386
3426,FB_03554D,Madrid,MADRID,28028,"CL CARTAGENA, 77",40.43768,-3.67201
3427,FB_0350BC,Madrid,MADRID,28028,"CL CARTAGENA, 35",40.43496,-3.67027
3428,FB_034CB3,Madrid,MADRID,28028,"CL ALCALA, 227",40.43,-3.66509
3429,FB_0397D0,Madrid,MADRID,28028,"CL FRANCISCO SILVELA, 45",40.43271,-3.673
3430,FB_0349D3,Madrid,MADRID,28028,"CL AZCONA, 18",40.43342,-3.67103
3431,FB_034509,Madrid,MADRID,28028,"CL BOCANGEL, 53",40.42556,-3.66303
3432,FB_039783,Madrid,MADRID,28028,"PZ AMERICA ESPA?OLA, 2",40.42897,-3.66235
3433,FB_038ECC,Madrid,MADRID,28028,"CL FRANCISCO SILVELA, 76",40.42576,-3.66885
3434,FB_038167,Madrid,MADRID,28028,"CL CARTAGENA, 1",40.43064,-3.67057
3435,FB_038346,Madrid,MADRID,28029,"CL CONDE SERRALLO, 6",40.46613,-3.69191
3436,FB_034C71,Madrid,MADRID,28029,"AV PUERTO MASPALOMAS, 1",40.47752,-3.71403
3437,FB_029BA6,Madrid,MADRID,28029,"CL CAPITAN B. ARGIBAY, 112",40.46678,-3.70328
3438,FB_029E3A,Madrid,MADRID,28029,"CL MELCHOR FDEZ.ALMAGRO,44",40.47713,-3.70261
3439,FB_02A9AE,Madrid,MADRID,28029,"CL FINISTERRE, 27",40.47922,-3.70267
3440,FB_033CC9,Madrid,MADRID,28029,"AV ASTURIAS, 53",40.46925,-3.69941
3441,FB_034000,Madrid,MADRID,28029,"CL GINZO DE LIMIA, 31 L-1",40.47874,-3.70441
3442,FB_038300,Madrid,MADRID,28029,"CL RIBADAVIA, 5",40.47232,-3.711
3443,FB_0381DF,Madrid,MADRID,28029,CL LA BA?EZA 40 (L-2),40.47609,-3.70776
3444,FB_038182,Madrid,MADRID,28029,"AV BETANZOS, 55",40.48151,-3.71487
3445,FB_028968,Madrid,MADRID,28029,"CL. PINOS ALTA, 1",40.46489,-3.6947
3446,FB_036109,Madrid,MADRID,28029,"CL FRAY JUNIPERO SERRA, 43 ENTRADA",40.46549,-3.69946
3447,FB_0357CD,Madrid,MADRID,28029,AV EL FERROL 18,40.47444,-3.70486
3448,FB_038F45,Madrid,MADRID,28029,"CL MAGNOLIAS, 69",40.47028,-3.69142
3449,FB_038DB5,Madrid,MADRID,28029,"PZ MONDARIZ, 2",40.47542,-3.7119
3450,FB_038BCC,Madrid,MADRID,28029,"AV MONFORTE DE LEMOS, 123",40.47817,-3.71005
3451,FB_0389E1,Madrid,MADRID,28029,"CL MELCHOR FDEZ ALMAGRO, S/N",40.47786,-3.69969
3452,FB_038822,Madrid,MADRID,28029,AV DE ASTURIAS S/N SOT-2,40.75308,-3.77657
3453,FB_03877F,Madrid,MADRID,28029,"CL PINOS ALTA, 49",40.46771,-3.69764
3454,FB_039855,Madrid,MADRID,28029,"PZ TUY, 14",40.47586,-3.71009
3455,FB_039824,Madrid,MADRID,28029,CL PINOS ALTA 63,40.46805,-3.69823
3456,FB_028A70,Madrid,MADRID,28029,"CL MONFORTE LEMOS,VAGUADA L-80",40.47933,-3.70488
3457,FB_0370F3,Madrid,MADRID,28029,"CL SARRIA, 36",40.47547,-3.71452
3458,FB_028925,Madrid,MADRID,28030,"AV MORATALAZ, 197",40.40942,-3.642
3459,FB_02890F,Madrid,MADRID,28030,"CL CAMINO VINATEROS, 10",40.41056,-3.66046
3460,FB_034312,Madrid,MADRID,28030,"CL CAMINO VINATEROS, 57",40.41075,-3.65319
3461,FB_0381E4,Madrid,MADRID,28030,"CL HACIENDA PAVONES, 13",40.40462,-3.64907
3462,FB_0357F4,Madrid,MADRID,28030,"AV DOCTOR GARCIA TAPIA, 139",40.40867,-3.63656
3463,FB_038572,Madrid,MADRID,28030,"CL HACIENDA DE PAVONES, 233",40.40081,-3.63389
3464,FB_0397DB,Madrid,MADRID,28030,"AVDA. MORATALAZ, 162",40.40751,-3.646
3465,FB_03976E,Madrid,MADRID,28030,"CL ARROYO FONTARRON, 111",40.39966,-3.64626
3466,FB_02A7ED,Madrid,MADRID,28030,"CL CAMINO DE VINATEROS, 123",40.40965,-3.64685
3467,FB_02A8C6,Madrid,MADRID,28030,"CL ARROYO BELINCOSO, 3",40.40832,-3.6528
3468,FB_034579,Madrid,MADRID,28030,"CL ARROYO PILILLAS, 24",40.40826,-3.65111
3469,FB_0339BB,Madrid,MADRID,28030,"CL CAMINO DE LOS VINATEROS, 99",40.40985,-3.64959
3470,FB_033C39,Madrid,MADRID,28030,"CL HACIENDA PAVONES, 144",40.40271,-3.64285
3471,FB_033C8D,Madrid,MADRID,28030,"CL TACONA, 33",40.39701,-3.64126
3472,FB_0396C4,Madrid,MADRID,28030,"CL HACIENDA DE PAVONES, 4",40.40359,-3.64446
3473,FB_0289B0,Madrid,MADRID,28030,"CL CAMINO VINATEROS, 167",40.40569,-3.64216
3474,FB_033F55,Madrid,MADRID,28030,"CL MARIO CABRE, 31",40.4059,-3.63307
3475,FB_02892B,Madrid,MADRID,28030,"AV MORATALAZ, 121 L-1 C-4",40.4063,-3.65005
3476,FB_0338AE,Madrid,MADRID,28031,"PL SIERRA GADOR, 35",40.38022,-3.62229
3477,FB_034D71,Madrid,MADRID,28031,"CR M-203, KM 0,280",40.38017,-3.59626
3478,FB_034D72,Madrid,MADRID,28031,"CR M-203, KM 0,280",40.38026,-3.5975
3479,FB_03848A,Madrid,MADRID,28031,"CL SIERRA AITANA, 6",40.37457,-3.61919
3480,FB_037D57,Madrid,MADRID,28031,"CL PUERTO SOMOSIERRA, 6",40.37838,-3.62207
3481,FB_037A5D,Madrid,MADRID,28031,"CL SIERRA MORENA, 25 LOC.15",40.3788,-3.62423
3482,FB_0293EB,Madrid,MADRID,28031,"CL VIRGEN DE LAS VI?AS, 16",40.38131,-3.60698
3483,FB_034F19,Madrid,MADRID,28032,"CL VILLALMANZO, 11",40.40645,-3.60901
3484,FB_02891E,Madrid,MADRID,28032,"CL CALAHORRA, 11",40.40738,-3.61263
3485,FB_038637,Madrid,MADRID,28032,"CL FUENTE DE ARRIBA, 1",40.40314,-3.60931
3486,FB_038A01,Madrid,MADRID,28032,"BULEVAR JOSE PRAT, 5",40.3986,-3.62474
3487,FB_033CC0,Madrid,MADRID,28032,"CL ALPUJARRAS, 2",40.39682,-3.62252
3488,FB_0289B4,Madrid,MADRID,28032,"CL VILLAJIMENA, 6 LOC.17",40.40732,-3.60775
3489,FB_029F31,Madrid,MADRID,28032,"CL AQUITANIA 33, L-5",40.42086,-3.61944
3490,FB_02896B,Madrid,MADRID,28032,"AV REAL, 6",40.40235,-3.6065
3491,FB_03926B,Madrid,MADRID,28032,CL AQUITANIA 31,40.41927,-3.61722
3492,FB_0356FF,Madrid,MADRID,28032,CL SAN CIPRIANO (C. COMERCIAL) S/N,40.40499,-3.60882
3493,FB_0387B0,Madrid,MADRID,28033,"CL JAZMIN, 36",40.47866,-3.66665
3494,FB_038747,Madrid,MADRID,28033,"AV DE LA BARRANQUILLA, 15 L-4",40.47488,-3.63981
3495,FB_0351DE,Madrid,MADRID,28033,"CL ALICUN, 10",40.479,-3.65889
3496,FB_039222,Madrid,MADRID,28033,"PL CRUZ LATINA, 1",40.41535,-3.70565
3497,FB_029534,Madrid,MADRID,28033,"CL COSTA DEL SOL, 8",40.47269,-3.65234
3498,FB_0380CB,Madrid,MADRID,28033,"CL A?ASTRO, 11",40.46875,-3.66363
3499,FB_033DD7,Madrid,MADRID,28033,"CL GUAIMARAL, 5 (LOC.2)",40.47449,-3.63714
3500,FB_028915,Madrid,MADRID,28033,"CL CHIQUINQUIRA, 54",40.47148,-3.63276
3501,FB_02893D,Madrid,MADRID,28033,"CL SANTA VIRGILIA, 7",40.47745,-3.64244
3502,FB_02899F,Madrid,MADRID,28033,"AV SAN LUIS, 20",40.47319,-3.65018
3503,FB_036344,Madrid,MADRID,28033,"CL LORCA, 3",40.47191,-3.65566
3504,FB_0361D0,Madrid,MADRID,28033,"AV VIRGEN DEL CARMEN, 41",40.47519,-3.64998
3505,FB_034FBE,Madrid,MADRID,28033,"CL SANTA SUSANA, 41",40.47851,-3.64695
3506,FB_038BA3,Madrid,MADRID,28033,"AV DE LA BARRANQUILLA, 15 L-4",40.47488,-3.63981
3507,FB_0359A2,Madrid,MADRID,28034,"CL FERMIN CABALLERO, 76 LOCAL F",40.48157,-3.71501
3508,FB_0289C4,Madrid,MADRID,28034,"CL BADALONA, 33",40.49256,-3.69205
3509,FB_0289D6,Madrid,MADRID,28034,"CL SANGENJO, 19",40.48467,-3.70177
3510,FB_0367AD,Madrid,MADRID,28034,"CL SANTIAGO COMPOSTELA, 34",40.48356,-3.70188
3511,FB_036895,Madrid,MADRID,28034,"CL FERMIN CABALLERO, 70",40.48311,-3.7095
3512,FB_038990,Madrid,MADRID,28034,"CL SANCHO NU?O, 13",40.49179,-3.68958
3513,FB_03981D,Madrid,MADRID,28034,CL COSTA BRAVA 39,40.49815,-3.70786
3514,FB_0356AC,Madrid,MADRID,28034,"CTRA. COLMENAR VIEJO  KM 9,100",40.48563,-3.69366
3515,FB_038E38,Madrid,MADRID,28034,"PZ ISLAS AZORES, 2 LOCAL 3",40.49504,-3.68783
3516,FB_029865,Madrid,MADRID,28034,"CL VIRGEN DE ARANZAZU, 21",40.48737,-3.69044
3517,FB_03511A,Madrid,MADRID,28034,CL NURIA 26,40.49179,-3.70488
3518,FB_034DD0,Madrid,MADRID,28034,"AV CARD. HERRERA ORIA, 8",40.48315,-3.71466
3519,FB_034BA8,Madrid,MADRID,28035,"SAN GERARDO I, FRENTE N?.23KIOSCO",40.46811,-3.72487
3520,FB_034D4B,Madrid,MADRID,28035,"CL ISLAS CIES, 13 L-4",40.4803,-3.71832
3521,FB_03509A,Madrid,MADRID,28035,"CL ANTONIO MACHADO, 14 L-5E",40.4662,-3.71944
3522,FB_0289A6,Madrid,MADRID,28035,"CL SAN GERARDO, 26",40.46799,-3.72206
3523,FB_0394B6,Madrid,MADRID,28035,"CL ISLA TAVIRA, 30",40.48124,-3.71926
3524,FB_03971E,Madrid,MADRID,28035,"CL RAMON GOMEZ SERNA, 115",40.48178,-3.72619
3525,FB_03979B,Madrid,MADRID,28035,"CL ANTONIO MACHADO, 51",40.46768,-3.71988
3526,FB_039804,Madrid,MADRID,28035,"CL PICO BALAITUS, 5",40.48248,-3.72074
3527,FB_038875,Madrid,MADRID,28035,"AV VENTISQUERO DE LA CONDESA, 42",40.49496,-3.71724
3528,FB_038982,Madrid,MADRID,28035,"CL ISLAS CIES, 1",40.48111,-3.71742
3529,FB_038AAE,Madrid,MADRID,28035,"CL CANDIDO MATEOS, 21",40.47186,-3.71818
3530,FB_0357DB,Madrid,MADRID,28035,CL ALFONSO RODRIGUEZ CASTELAO (L 36,40.48218,-3.7329
3531,FB_036863,Madrid,MADRID,28035,"CL CERRO MINGUETE, 16",40.4866,-3.71938
3532,FB_03836E,Madrid,MADRID,28035,"CL SAN GERARDO, 10 B",40.46422,-3.72288
3533,FB_0341C5,Madrid,MADRID,28035,"CL CARDENAL HERRERA ORIA, 255",40.4803,-3.722
3534,FB_02A01A,Madrid,MADRID,28036,"CL JUAN RAMON JIMENEZ, 24",40.46182,-3.68697
3535,FB_0397D8,Madrid,MADRID,28036,AV CONCHA ESPINA 6,40.45187,-3.6889
3536,FB_0371A4,Madrid,MADRID,28036,"CL SANTO DOMINGO DE SILOS, 8",40.4513,-3.6877
3537,FB_028940,Madrid,MADRID,28036,"AV BURGOS, 16",40.47537,-3.6759
3538,FB_028965,Madrid,MADRID,28036,"PS DE LA HABANA, 52",40.45077,-3.68686
3539,FB_02A739,Madrid,MADRID,28037,"CL HERMANOS GARC?A NOBLEJAS, 45",40.43008,-3.62346
3540,FB_0368B7,Madrid,MADRID,28037,"CL MAYOLICAS, 6",40.427,-3.61705
3541,FB_0368B6,Madrid,MADRID,28037,"CL CAUNEDO, 6",40.437,-3.63652
3542,FB_02A735,Madrid,MADRID,28037,"CL VIRGEN DE LA OLIVA, 2",40.43074,-3.62567
3543,FB_035058,Madrid,MADRID,28037,"CL ZUMEL, 1",40.42841,-3.62631
3544,FB_038A19,Madrid,MADRID,28037,"CL HNOS GARCIA NOBLEJAS, 49",40.4298,-3.63182
3545,FB_02896C,Madrid,MADRID,28037,"CL JOYERIA, 25",40.42367,-3.62336
3546,FB_0389F3,Madrid,MADRID,28037,"CL HERMANOS GARCIA NOBLEJAS, 77",40.42665,-3.62927
3547,FB_0350CE,Madrid,MADRID,28037,"CL AMPOSTA, 20",40.42643,-3.62162
3548,FB_02A757,Madrid,MADRID,28038,"AV ALBUFERA, 104",40.39362,-3.6605
3549,FB_02A6EB,Madrid,MADRID,28038,"AV ALBUFERA, 147",40.39059,-3.64256
3550,FB_029FA4,Madrid,MADRID,28038,"CL RAMON PEREZ AYALA, 114",40.39879,-3.65184
3551,FB_0355C6,Madrid,MADRID,28038,"AV PE?A PRIETA,  20",40.39957,-3.66737
3552,FB_0350DB,Madrid,MADRID,28038,"CL ALMONACID, 3",40.39628,-3.66018
3553,FB_03979A,Madrid,MADRID,28038,"CL SAN CLAUDIO, 69",40.38952,-3.64009
3554,FB_037A7C,Madrid,MADRID,28038,"CL DOCTOR LOZANO, 21",40.40324,-3.66106
3555,FB_0371D6,Madrid,MADRID,28038,"CL AVENIDA ALBUFERA, 248",40.38352,-3.64772
3556,FB_0361C1,Madrid,MADRID,28038,"CL PEDRO LABORDE, 17",40.38868,-3.64793
3557,FB_035682,Madrid,MADRID,28038,"CL LOS ANDALUCES, 20",40.39021,-3.63781
3558,FB_038EF8,Madrid,MADRID,28038,"AVDA BUENOS AIRES, 2",40.39019,-3.64906
3559,FB_03891C,Madrid,MADRID,28038,"CL LOS ANDALUCES, 18",40.38986,-3.63896
3560,FB_0388B6,Madrid,MADRID,28038,"CL DOCTOR SALGADO, 2",40.39637,-3.66518
3561,FB_03864F,Madrid,MADRID,28038,"CL PUERTO DE CANFRANC, 54",40.39893,-3.66171
3562,FB_0385D5,Madrid,MADRID,28038,"AV ALBUFERA, 300",40.38614,-3.63768
3563,FB_0397C2,Madrid,MADRID,28038,"AVENIDA DE LA ALBUFERA, 75",40.39503,-3.66275
3564,FB_037B05,Madrid,MADRID,28038,"CL HUMANES, 3",40.39517,-3.64923
3565,FB_0295B2,Madrid,MADRID,28038,"CL MALGRAT DE MAR, 5",40.39378,-3.64293
3566,FB_029510,Madrid,MADRID,28038,"AV RAFAEL ALBERTI, 29-L-A-4",40.39149,-3.63791
3567,FB_02896D,Madrid,MADRID,28039,"CL CASTILLA, 29",40.45316,-3.70651
3568,FB_03519D,Madrid,MADRID,28039,"CL LOPE DE HARO, 18",40.45713,-3.70332
