OBJECTID,IDPTOVENTA,Municipio,Provincia,Código_Po,Dirección,Latitud,Longitud
3569,FB_02AB52,Madrid,MADRID,28039,"CL VILLAAMIL, 39",40.45923,-3.70748
3570,FB_038779,Madrid,MADRID,28039,"CL AZUCENAS, 2 (ED. B. MURILLO L 1)",40.46301,-3.69712
3571,FB_0373FC,Madrid,MADRID,28039,"CL JUAN PANTOJA, 4",40.45007,-3.70399
3572,FB_035062,Madrid,MADRID,28039,"CL JERONIMA LLORENTE, 31",40.45481,-3.70652
3573,FB_028992,Madrid,MADRID,28039,"CL SAN RESTITUTO, 14",40.46468,-3.71079
3574,FB_028982,Madrid,MADRID,28039,"CL FRANCOS RODRIGUEZ, 72 L2",40.45711,-3.7092
3575,FB_0370C5,Madrid,MADRID,28039,"CL SANCHEZ PRECIADO, 15 L 1-2",40.45871,-3.71161
3576,FB_038EB8,Madrid,MADRID,28039,"CL OFELIA NIETO, 75",40.46214,-3.70883
3577,FB_029863,Madrid,MADRID,28039,"CL ARTAJONA, 13",40.46305,-3.71816
3578,FB_038BDC,Madrid,MADRID,28039,"CL FRANCOS RODRIGUEZ, 50",40.45659,-3.70618
3579,FB_02AE0F,Madrid,MADRID,28039,"CL DR.FEDERICO RUBIO GALI, 30",40.45065,-3.70944
3580,FB_0397F3,Madrid,MADRID,28039,"CL VALDESANGIL, 26",40.46824,-3.71713
3581,FB_034ABD,Madrid,MADRID,28040,"CL PROFESOR MARTIN LAGOS, S/N",40.43984,-3.71897
3582,FB_0396F5,Madrid,MADRID,28040,"AV DR. FEDERICO RUBIO Y GALI, 112",40.45743,-3.71319
3583,FB_034AB6,Madrid,MADRID,28040,"PZ CRISTO REY, S/N",40.43942,-3.71743
3584,FB_0289C2,Madrid,MADRID,28040,"CL BEATRIZ BOBADILLA, 4",40.44661,-3.71376
3585,FB_036803,Madrid,MADRID,28041,AV C?RDOBA S/N EDIFICIO GENERAL,40.37811,-3.69635
3586,FB_0370F6,Madrid,MADRID,28041,"CL VIRGEN DESAMPARADOS, 42",40.35001,-3.69887
3587,FB_0371F5,Madrid,MADRID,28041,"CL FELICIDAD, 38  L-16Y17",40.35912,-3.68612
3588,FB_0383A7,Madrid,MADRID,28041,"CL ALERCE, 15 LOCAL 9",40.36005,-3.69688
3589,FB_034AB9,Madrid,MADRID,28041,"AV ANDALUCIA, S/N",40.36499,-3.6941
3590,FB_036767,Madrid,MADRID,28041,AV CORDOBA S/N EDIFICIO AMBULATORIO,40.37811,-3.69635
3591,FB_038F30,Madrid,MADRID,28041,"CL CARABELOS, 33",40.37553,-3.69137
3592,FB_038C86,Madrid,MADRID,28041,"CL BOHEMIOS, 12",40.35643,-3.6964
3593,FB_03869A,Madrid,MADRID,28041,"CL VILLAJOYOSA, 99 L-9",40.35451,-3.69146
3594,FB_0397D9,Madrid,MADRID,28041,AVDA. CORDOBA KM 5.400,40.37568,-3.69578
3595,FB_028989,Madrid,MADRID,28041,"CL LEZO, 1 L10",40.35158,-3.69436
3596,FB_028987,Madrid,MADRID,28041,"CL LA DEL MANOJO ROSAS, 69",40.35503,-3.69764
3597,FB_02895B,Madrid,MADRID,28041,"AV ORCASUR, 14",40.36934,-3.70103
3598,FB_02893A,Madrid,MADRID,28041,"AV SAN FERMIN, 7",40.37135,-3.69152
3599,FB_0350D1,Madrid,MADRID,28041,"CL ALEGRIA DE LA HUERTA, 18",40.35364,-3.6953
3600,FB_035201,Madrid,MADRID,28041,"CL PAN Y TOROS, 9",40.36026,-3.69472
3601,FB_02A737,Madrid,MADRID,28041,"CL DEVA, MZNA.10, LOCAL 13",40.36991,-3.71396
3602,FB_028927,Madrid,MADRID,28041,"CL GRAN AVENIDA, 10 BL 408",40.36943,-3.70968
3603,FB_029B68,Madrid,MADRID,28042,"AV CANTABRIA, 35",40.45697,-3.58681
3604,FB_033D06,Madrid,MADRID,28042,"CL FUENTENEBRO, S/N BLQ-124",40.45167,-3.58297
3605,FB_029D52,Madrid,MADRID,28042,"CL GALERA, 15",40.45437,-3.59013
3606,FB_0350C7,Madrid,MADRID,28042,"CL BOTICA, 1",40.47305,-3.57868
3607,FB_034FD2,Madrid,MADRID,28042,"AV DE LOGRO?O, 126",40.47206,-3.58169
3608,FB_039866,Madrid,MADRID,28043,"CR CANILLAS, 103",40.46553,-3.63998
3609,FB_039867,Madrid,MADRID,28043,"CL JULIAN HERNANDEZ, 3",40.45415,-3.65375
3610,FB_038756,Madrid,MADRID,28043,"AVDA GRAN VIA DE HORTALEZA, 65",40.46933,-3.64436
3611,FB_038922,Madrid,MADRID,28043,"CL VALDETORRES DEL JARAMA, 21",40.47115,-3.6445
3612,FB_038930,Madrid,MADRID,28043,"CL AREQUIPA, 2",40.4689,-3.64192
3613,FB_038A29,Madrid,MADRID,28043,CRTA CANILLAS ESQ EMIGRANTES,40.46534,-3.6361
3614,FB_037ED4,Madrid,MADRID,28043,"CR CANILLAS, 31",40.46309,-3.64887
3615,FB_03509F,Madrid,MADRID,28043,"CL JOSE SILVA, 16",40.45486,-3.65863
3616,FB_0299FE,Madrid,MADRID,28043,"CL SILVANO, 152",40.46259,-3.62889
3617,FB_033CDE,Madrid,MADRID,28043,"CL CALANDA, 1",40.46098,-3.64519
3618,FB_028954,Madrid,MADRID,28043,"CL BIOSCA, 29",40.47087,-3.64944
3619,FB_028974,Madrid,MADRID,28043,"CL MOTILLA DE PALANCAR, 8",40.46585,-3.63246
3620,FB_02899A,Madrid,MADRID,28043,"CL TORRELAGUNA, 70",40.44964,-3.65771
3621,FB_028A71,Madrid,MADRID,28043,"CL EMIGRANTES, 13",40.46876,-3.63796
3622,FB_0298B0,Madrid,MADRID,28043,"CL VICENTE MUZAS, 15",40.45921,-3.66047
3623,FB_029E32,Madrid,MADRID,28044,"CL RONDA DON BOSCO, 18",40.37514,-3.75297
3624,FB_02A8B2,Madrid,MADRID,28044,"PL RABASA, 9",40.37542,-3.76517
3625,FB_02899B,Madrid,MADRID,28044,"CL MIRABEL, 4",40.37639,-3.78111
3626,FB_0289A0,Madrid,MADRID,28044,"CL GUARE?A, 8",40.38829,-3.76613
3627,FB_02955B,Madrid,MADRID,28044,"AV GENERAL FANJUL, 88",40.38195,-3.78031
3628,FB_029694,Madrid,MADRID,28044,"CL OLIVA PLASENCIA, 1 L-215",40.37836,-3.77951
3629,FB_035044,Madrid,MADRID,28044,"CL RAFAEL FINAT, 10",40.38324,-3.76593
3630,FB_0397DA,Madrid,MADRID,28044,"PLAZA EMPERATRIZ, 9",40.37344,-3.75099
3631,FB_0397DC,Madrid,MADRID,28044,"CL JOAQUIN TURINA, 68",40.37226,-3.75898
3632,FB_038996,Madrid,MADRID,28044,"CL BLAS CABRERA, 125 (TIENDA I)",40.37794,-3.76806
3633,FB_0373B6,Madrid,MADRID,28044,"CL VALLE INCLAN, 78",40.37556,-3.77506
3634,FB_0346CE,Madrid,MADRID,28044,"CL JOSE DE CADALSO, 64",40.37916,-3.76978
3635,FB_034772,Madrid,MADRID,28044,"CL EUGENIA DE MONTIJO, 97",40.37448,-3.7509
3636,FB_038FEA,Madrid,MADRID,28044,"CL BLAS CABRERA, 97",40.37724,-3.77146
3637,FB_029FAD,Madrid,MADRID,28045,"CL TORTOSA, 6",40.40615,-3.69266
3638,FB_033F25,Madrid,MADRID,28045,"CL TOMAS BORRAS, 11",40.39527,-3.69742
3639,FB_033F9A,Madrid,MADRID,28045,"PASEO DE LAS DELICIAS, 64",40.39759,-3.69547
3640,FB_0396A9,Madrid,MADRID,28045,"CL MIGUEL ARREDONDO,1",40.39491,-3.6955
3641,FB_039785,Madrid,MADRID,28045,"PS DELICIAS, 102",40.39633,-3.69464
3642,FB_039799,Madrid,MADRID,28045,"CL JAIME EL CONQUISTADOR, 10",40.39765,-3.69816
3643,FB_0397A2,Madrid,MADRID,28045,"CL PALOS DE LA FRONTERA, 25 L-3",40.40326,-3.69493
3644,FB_0388F7,Madrid,MADRID,28045,"PS STA M? DE LA CABEZA, 32",40.40476,-3.69588
3645,FB_03896E,Madrid,MADRID,28045,"CL RAFAEL DE RIEGO, 13  (PAPELERIA",40.40424,-3.69202
3646,FB_03609F,Madrid,MADRID,28045,"CL MENDEZ ALVARO, 83",40.39452,-3.67777
3647,FB_0361A7,Madrid,MADRID,28045,"PS DELICIAS, 37",40.41143,-3.69677
3648,FB_036868,Madrid,MADRID,28045,"CL BOLIVAR, 8",40.3914,-3.69388
3649,FB_037047,Madrid,MADRID,28045,"CL BATALLA DEL SALADO, 26",40.40055,-3.69629
3650,FB_037159,Madrid,MADRID,28045,"CL FERROCARRIL, 19",40.40103,-3.69514
3651,FB_037218,Madrid,MADRID,28045,"CL MENDEZ ALVARO, 23",40.40041,-3.6853
3652,FB_037220,Madrid,MADRID,28045,"PS  DELICIAS, 148",40.39204,-3.69515
3653,FB_03822F,Madrid,MADRID,28045,"CL MURCIA, 9",40.40536,-3.69399
3654,FB_0344E1,Madrid,MADRID,28045,"CL MENDEZ ALVARO, 1",40.40713,-3.69299
3655,FB_034645,Madrid,MADRID,28045,"GT SANTA MARIA DE LA CABEZA, 7",40.40152,-3.69396
3656,FB_029CC3,Madrid,MADRID,28045,"CL EMBAJADORES, 133",40.39717,-3.69672
3657,FB_039787,Madrid,MADRID,28046,"PS DE LA CASTELLANA, 88",40.44304,-3.69084
3658,FB_039852,Madrid,MADRID,28046,"PS CASTELLANA, 35",40.4833,-3.68873
3659,FB_03853F,Madrid,MADRID,28046,"PS CASTELLANA, 201",40.46874,-3.68911
3660,FB_038BFE,Madrid,MADRID,28046,"PS CASTELLANA, 167",40.46173,-3.69022
3661,FB_028926,Madrid,MADRID,28046,"CL CARMEN S. CARRASCOSA, 7",40.46888,-3.68719
3662,FB_0386F5,Madrid,MADRID,28046,"PS CASTELLANA, 143",40.46041,-3.69043
3663,FB_036127,Madrid,MADRID,28046,"PASEO CASTELLANA, 113",40.45909,-3.68882
3664,FB_038F6D,Madrid,MADRID,28046,PS CASTELLANA ACCESO CL PROFESOR WA,40.45636,-3.68962
3665,FB_038951,Madrid,MADRID,28046,CL ARZOBISPO MORCILLO S/N ESQ P? CA,40.47961,-3.68598
3666,FB_0289B8,Madrid,MADRID,28047,"CL CUART DE POBLET, 65",40.39656,-3.74885
3667,FB_02897B,Madrid,MADRID,28047,"CL CAMARENA, 284",40.38728,-3.75675
3668,FB_028973,Madrid,MADRID,28047,"CL LOS YEBENES, 159",40.39281,-3.75165
3669,FB_029EA9,Madrid,MADRID,28047,"CL ILLESCAS, 80 L-3",40.39191,-3.75615
3670,FB_029F47,Madrid,MADRID,28047,"CL GUABAIRO, 7",40.38671,-3.7453
3671,FB_029AD4,Madrid,MADRID,28047,"AV NUESTRA SRA. FATIMA, 39",40.38471,-3.7464
3672,FB_0350C6,Madrid,MADRID,28047,"CL OCA?A, 5",40.3862,-3.75865
3673,FB_03508C,Madrid,MADRID,28047,"CL VIA CARPETANA, 344",40.39061,-3.74363
3674,FB_034C00,Madrid,MADRID,28047,"CL LOS YEBENES, 255",40.38945,-3.75172
3675,FB_037D1C,Madrid,MADRID,28047,"GL LOS CARMENES, 1",40.38926,-3.75556
3676,FB_0371C9,Madrid,MADRID,28047,"CL BERLANAS, 19",40.39978,-3.75215
3677,FB_0362D6,Madrid,MADRID,28047,"CL VIA CARPETANA, 79",40.39627,-3.73749
3678,FB_038682,Madrid,MADRID,28047,"CL MAQUEDA, 149",40.38752,-3.76139
3679,FB_03864A,Madrid,MADRID,28047,"CL HIGUERAS, 59",40.40341,-3.74531
3680,FB_038495,Madrid,MADRID,28047,"CL OCA?A, 65",40.38534,-3.75346
3681,FB_03499F,Madrid,MADRID,28048,"CL CARBONEROS, 2",40.52024,-3.77784
3682,FB_034AB8,Madrid,MADRID,28050,"AV FRANCISCO PI MARGALL, 81",40.49223,-3.66298
3683,FB_0397DD,Madrid,MADRID,28050,"CL A?ASTRO, 9",40.46782,-3.66317
3684,FB_029F7C,Madrid,MADRID,28050,"CL O?A, 85",40.4884,-3.66256
3685,FB_037046,Madrid,MADRID,28050,"CL O?A, 133",40.48793,-3.66205
3686,FB_029DE1,Madrid,MADRID,28053,"CL MONTE IGUELDO, 58",40.39396,-3.6696
3687,FB_02A73A,Madrid,MADRID,28053,"CL SERENA, 25",40.37779,-3.66725
3688,FB_034644,Madrid,MADRID,28053,"CL ANTONIA CALAS, 17",40.39713,-3.66805
3689,FB_028935,Madrid,MADRID,28053,"AV LAS GLORIETAS, 20",40.37297,-3.65921
3690,FB_0389E2,Madrid,MADRID,28053,CL LA MANCHA ESQ ENTREVIAS,40.3817,-3.66869
3691,FB_028A6F,Madrid,MADRID,28053,"CR VILLAVERDE-VALLECAS,S/N MERCAM",40.36759,-3.66353
3692,FB_0384B3,Madrid,MADRID,28053,"CL MARTINEZ DE LA RIVA, 14",40.39429,-3.66662
3693,FB_029BA8,Madrid,MADRID,28053,"AV SAN DIEGO, 41",40.38818,-3.6698
3694,FB_039810,Madrid,MADRID,28054,"AV LA PESETA, (FRENTE 52)",40.36254,-3.75758
3695,FB_038C7C,Magán,TOLEDO,45270,"CL V DEL CARMEN, 2 ACC PL ESPA?A, 3",39.94044,-3.91689
3696,FB_028A64,Majadahonda,MADRID,28220,"AV GUADARRAMA, 2 L-1 URB.ACANTO",40.48013,-3.87049
3697,FB_03423A,Majadahonda,MADRID,28220,"CL SANTA ANA, 30",40.47274,-3.86883
3698,FB_03946B,Majadahonda,MADRID,28220,"CL IGLESIA, 1",40.47298,-3.87396
3699,FB_035518,Majadahonda,MADRID,28220,"CL GRAN VIA, 21",40.47198,-3.87167
3700,FB_038A6A,Majadahonda,MADRID,28220,CR BOADILLA ESQ. FRANCISCO UMBRAL,40.46744,-3.87057
3701,FB_033F84,Majadahonda,MADRID,28220,"CL GRAN VIA, 4",40.47357,-3.87219
3702,FB_029ADB,Majadahonda,MADRID,28220,"AV DOCTOR MARA?ON, 18",40.4732,-3.87838
3703,FB_039469,Majadahonda,MADRID,28220,"AV ESPA?A, 54",40.46399,-3.86698
3704,FB_038544,Manzanares El Real,MADRID,28410,"PL ADOLFO SUAREZ, 6",40.72619,-3.86499
3705,FB_0389D6,Manzanares El Real,MADRID,28411,"AV SALVADOR SANCHEZ FRASCUELO, 9",40.68067,-3.96979
3706,FB_02983D,Manzanares El Real,MADRID,28411,"PL CONSTITUCION, 11",40.67933,-3.97215
3707,FB_034916,Maqueda,TOLEDO,45515,"CL REAL, 2",40.06588,-4.37177
3708,FB_0361F1,Meco,MADRID,28880,"CL ESPEJO, S/N",40.55336,-3.32691
3709,FB_0297D4,Mejorada del Campo,MADRID,28840,"CL MARQUES DE HINOJARES, 8, LOCAL 1",40.39863,-3.48699
3710,FB_035605,Mejorada del Campo,MADRID,28840,"CL FRANCISCO DE GOYA, 8 L-18",40.39224,-3.4837
3711,FB_038A6D,Mejorada del Campo,MADRID,28840,"CL ANDALUCIA, 4",40.39682,-3.48445
3712,FB_035604,Mejorada del Campo,MADRID,28840,"AV CONSTITUCION, 12",40.3969,-3.48911
3713,FB_029B64,Méntrida,TOLEDO,45930,"CL BALUARTE, 2",40.23737,-4.19551
3714,FB_0382E0,Miguel Esteban,TOLEDO,45830,"CL SANTA ANA, 38",39.52425,-3.07508
3715,FB_03468E,Miraflores de la Sierra,MADRID,28792,"CL JOSE YA?EZ, 5",40.81389,-3.76625
3716,FB_0397F7,Miraflores de la Sierra,MADRID,28792,"CL RIO, S/N",40.81077,-3.76935
3717,FB_03564D,Miraflores de la Sierra,MADRID,28792,"PZ ALAMOS, 3",40.81324,-3.76726
3718,FB_034932,"Molar, El",MADRID,28710,"AV ESPA?A, 48",40.73457,-3.58283
3719,FB_028A56,"Molar, El",MADRID,28710,"CL GUMERSINDO RUIZ, 19",40.73472,-3.58191
3720,FB_034174,"Molinos, Los",MADRID,28460,"CL POSADA, 7",40.71419,-4.07314
3721,FB_0298DF,Mondéjar,GUADALAJARA,19110,"CL PELOTA, 13",40.32355,-3.10947
3722,FB_029008,Montearagón,TOLEDO,45183,"CL PILAR, 4",40.15654,-4.11208
3723,FB_028A3B,Moraleja de Enmedio,MADRID,28950,"CL PLAZA, 2",40.26008,-3.8612
3724,FB_0289F6,Morata de Tajuña,MADRID,28530,"PL MAYOR, 9",40.22938,-3.43652
3725,FB_038A7E,Morata de Tajuña,MADRID,28530,"CL REAL, 35",40.23103,-3.43636
3726,FB_035690,Móstoles,MADRID,28931,"AV CONSTITUCION, 5",40.32586,-3.86168
3727,FB_028A4A,Móstoles,MADRID,28931,"CL GUADALUPE, 2",40.32704,-3.85869
3728,FB_029C5B,Móstoles,MADRID,28931,"AV CONSTITUCION, 47",40.32654,-3.86108
3729,FB_037E5F,Móstoles,MADRID,28932,"CL JUAN RAMON JIMENEZ, 8",40.3304,-3.85849
3730,FB_029CC8,Móstoles,MADRID,28932,"CL ESPA?OLETO, 5 L-4",40.3326,-3.86234
3731,FB_035595,Móstoles,MADRID,28933,CL GLADIOLO S/N PLT.BAJA,40.33911,-3.86893
3732,FB_0348CB,Móstoles,MADRID,28933,"PASEO DE GOYA, 14",40.32806,-3.86761
3733,FB_03814B,Móstoles,MADRID,28933,"PSO DE LA ESTACION, 22",40.3324,-3.86707
3734,FB_0367B3,Móstoles,MADRID,28933,"CL NARDOS, 26",40.33811,-3.86428
3735,FB_029D4A,Móstoles,MADRID,28933,"CD  PARQUE VOSA, BLOQUE 23",40.32758,-3.86542
3736,FB_028A4B,Móstoles,MADRID,28934,"CL JUAN XXIII, 2",40.32059,-3.86623
3737,FB_029CF2,Móstoles,MADRID,28934,"CL HUESCA, 5",40.32077,-3.87009
3738,FB_029C9D,Móstoles,MADRID,28934,"CL ALFONSO XII, 43",40.31675,-3.87254
3739,FB_02A7E8,Móstoles,MADRID,28935,"AV PORTUGAL, 80",40.31635,-3.88105
3740,FB_038DE4,Móstoles,MADRID,28935,"CL TAMARINDO,13 LOCAL 16",40.31169,-3.92411
3741,FB_0298F3,Móstoles,MADRID,28935,"AV DEPORTES, 44",40.32564,-3.8837
3742,FB_038B2D,Móstoles,MADRID,28936,"CL LIBERTAD, 27",40.32794,-3.85405
3743,FB_029D27,Móstoles,MADRID,28937,"CL SIMON HERNANDEZ, 58",40.32008,-3.85666
3744,FB_0296FF,Móstoles,MADRID,28937,"CL BALEARES, 33",40.32322,-3.85609
3745,FB_0342AB,Móstoles,MADRID,28937,"CL VERSALLES, 9",40.31739,-3.85305
3746,FB_038B27,Móstoles,MADRID,28937,"CL VERACRUZ, 26",40.31746,-3.85541
3747,FB_0354A5,Móstoles,MADRID,28938,CL NAPOLES 41 - L-2,40.31242,-3.87675
3748,FB_038B2E,Móstoles,MADRID,28938,"CL ROMA, 6",40.31586,-3.86698
3749,FB_02AB24,Móstoles,MADRID,28938,"CL RIO DUERO, 5",40.3169,-3.87812
3750,FB_028A17,Navacerrada,MADRID,28491,"TR ENCINILLA, 3",40.72939,-4.01508
3751,FB_034D37,Navalafuente,MADRID,28729,"CL CALLEJILLA, 1 C/V TRAVESIA OLIVO",40.78744,-3.60802
3752,FB_0357FA,Navalafuente,MADRID,28729,"AV DEL DESVIO, 12-D",40.86944,-3.66224
3753,FB_035720,Navalafuente,MADRID,28729,"CL CANENCIA, 6",40.79861,-3.62278
3754,FB_038DBC,Navalagamella,MADRID,28212,"PZ ANTONIO CHENEL ANTO?ETE, 8",40.46906,-4.12263
3755,FB_029347,Navalcán,TOLEDO,45310,"CL MAYOR, 28",39.90077,-3.32288
3756,FB_037376,Navalcarnero,MADRID,28600,"CL JACINTO GONZALEZ, 8",40.28733,-4.01468
3757,FB_0389AE,Navalcarnero,MADRID,28600,"CL MIRASIERRA, 2-J",40.29268,-4.01331
3758,FB_035606,Navalcarnero,MADRID,28600,"CL REAL, 13",40.28924,-4.01362
3759,FB_02A748,Navas del Rey,MADRID,28695,"CR ROBLEDO, 6",40.38545,-4.25067
3760,FB_029D39,Noblejas,TOLEDO,45350,"PL MAGDALENA, 9",39.97959,-3.4396
3761,FB_0299E5,Nuevo Baztán,MADRID,28514,"CL JARDINES, 2 (ESTANCO)",40.36478,-3.24357
3762,FB_029C8D,Numancia de la Sagra,TOLEDO,45230,"CL REAL, 7 (LOCAL - A)",40.07875,-3.86133
3763,FB_02901D,Ocaña,TOLEDO,45300,"CL MARTIRES DE LOS DOMI, 4",39.95732,-3.49521
3764,FB_0293BB,Ocaña,TOLEDO,45300,"PL MAYOR, 12",39.95848,-3.50028
3765,FB_029DB8,Ocaña,TOLEDO,45300,"CL PARQUE, 20",39.95714,-3.49734
3766,FB_02AD4B,Olías del Rey,TOLEDO,45280,"CL PAREJAS, 17",39.94599,-3.98582
3767,FB_03482E,Orusco de Tajuña,MADRID,28570,"CL MAYOR, 18",40.28477,-3.20899
3768,FB_038BC4,Pantoja,TOLEDO,45290,"CL REY JUAN CARLOS I, 5",40.04362,-3.83714
3769,FB_03946A,Paracuellos de Jarama,MADRID,28860,"AV JUAN PABLO II, CC MIRAMADRID L3B",40.50278,-3.51387
3770,FB_034809,Paracuellos de Jarama,MADRID,28860,"CL FUENTE GRANDE, 4",40.50558,-3.53129
3771,FB_0389BE,Paracuellos de Jarama,MADRID,28860,"CL CHORRILLO ALTA, 15",40.50356,-3.53105
3772,FB_029780,Parla,MADRID,28980,"CL CUBA, 5",40.22987,-3.76481
3773,FB_03541E,Parla,MADRID,28980,"CL REAL, 1",40.23609,-3.77151
3774,FB_029C75,Parla,MADRID,28980,"TR CID CAMPEADOR, 2",40.24124,-3.7709
3775,FB_028A3F,Parla,MADRID,28980,"CL LA FUENTE, 15",40.23891,-3.77577
3776,FB_028A3D,Parla,MADRID,28980,"CL ALFONSO X EL SABIO, 19",40.23493,-3.76843
3777,FB_034554,Parla,MADRID,28980,"CL GUADALAJARA, 17",40.24291,-3.76685
3778,FB_028A3C,Parla,MADRID,28980,"CL JUAN XXIII, 16",40.24082,-3.76253
3779,FB_03922A,Parla,MADRID,28981,"AV 9 DE JUNIO, 2",40.21834,-3.78324
3780,FB_039737,Parla,MADRID,28981,"CL RIO GUADARRAMA, 1 C/V A CL REAL",40.24169,-3.77401
3781,FB_0383BE,Parla,MADRID,28981,"CL PABLO CASALS,S/N MERCA-PARLA",40.22737,-3.77572
3782,FB_0367BF,Parla,MADRID,28981,CL REAL S/N FRENTE RENFE,40.24171,-3.77018
3783,FB_029831,Parla,MADRID,28982,"CL SAN ANTON, 21",40.23822,-3.76887
3784,FB_035322,Parla,MADRID,28982,"CL PINTO, 39",40.23943,-3.76684
3785,FB_037EE5,Pedrezuela,MADRID,28723,"CL MAYOR, 23",40.74437,-3.60325
3786,FB_0387AF,Pelayos de la Presa,MADRID,28696,"CL MARCIAL LLORENTE, 51",40.36374,-4.32047
3787,FB_039408,Pepino,TOLEDO,45638,"CL ZANJA, 15",40.03231,-4.80335
3788,FB_0387D6,Perales de Tajuña,MADRID,28540,"CL MAYOR ALTA, 43",40.23638,-3.35258
3789,FB_039311,Pezuela de las Torres,MADRID,28812,"CL SERGIO CABALLERO, 4C",40.41898,-3.17735
3790,FB_0387CC,Pinto,MADRID,28320,"CL CASTILLA, 13",40.24676,-3.69732
3791,FB_0394A4,Pinto,MADRID,28320,"PZ EGIDO DE LA FUENTE (PRENSA), S/N",40.24294,-3.69948
3792,FB_038282,Pinto,MADRID,28320,"CL NAVARRA, 10, L6, ACCESO CL CATAL",40.24897,-3.69794
3793,FB_029D9A,Pinto,MADRID,28320,"CL AVENIDA DE ESPA?A, 5",40.23973,-3.70061
3794,FB_029C85,Pinto,MADRID,28320,"CL EMILIO ZUBIRIA,  8",40.24265,-3.69808
3795,FB_0361AA,Pinto,MADRID,28320,"CL EMPEDRADA, 10",40.24327,-3.70023
3796,FB_0286B8,Pioz,GUADALAJARA,19162,"CL MAYOR, 8",40.46437,-3.17605
3797,FB_02A7B3,Pozo de Guadalajara,GUADALAJARA,19161,"CL MAYOR, 23 A",40.49473,-3.18148
3798,FB_03834D,Pozuelo de Alarcón,MADRID,28223,"CL DOCTOR CORNAGO, 24",40.43711,-3.81401
3799,FB_02AC22,Pozuelo de Alarcón,MADRID,28223,"CL LUIS BEJAR, 2",40.43573,-3.81462
3800,FB_02994D,Pozuelo de Alarcón,MADRID,28223,"CL BARLOVENTO, 30 L-208 C.COMERCIAL",40.42378,-3.79674
3801,FB_0354D0,Pozuelo de Alarcón,MADRID,28223,"CL CALVARIO, 11",40.43441,-3.81177
3802,FB_038F7C,Pozuelo de Alarcón,MADRID,28224,"AV JUAN PABLO II, 6",40.4383,-3.80817
3803,FB_0351AE,Pozuelo de Alarcón,MADRID,28224,"AV EUROPA, 23 LOCAL 1",40.44261,-3.78481
3804,FB_029C22,Pozuelo de Alarcón,MADRID,28224,"AV EUROPA, 7",40.43637,-3.79785
3805,FB_029729,Pozuelo de Alarcón,MADRID,28224,"CL FRANCIA, 7 (ESTANCO)",40.43297,-3.80648
3806,FB_03884D,Pozuelo del Rey,MADRID,28813,"PZ DE LA ERMITA, 10",40.40379,-3.3622
3807,FB_0289FA,Pozuelo del Rey,MADRID,28813,"CL NUEVA, 2",40.36549,-3.32098
3808,FB_0388F3,Pozuelo del Rey,MADRID,28813,"PLAZA DEL SOL, 13",40.40636,-3.36243
3809,FB_03980D,"Puebla de Montalbán, La",TOLEDO,45516,"PZ MAYOR, 4",39.86463,-4.35946
3810,FB_0358D4,Quer,GUADALAJARA,19209,"CL TOLEDANO, 3 L-15",40.59389,-3.29803
3811,FB_0295E1,Quijorna,MADRID,28693,"PL LA IGESIA, 2",40.42709,-4.05656
3812,FB_0356E2,Quintanar de la Orden,TOLEDO,45800,"PZ SAN SEBASTIAN,3",39.59443,-3.04135
3813,FB_038BE8,Quintanar de la Orden,TOLEDO,45800,"CL GRANDE, 43",39.59342,-3.04222
3814,FB_0388F6,Quismondo,TOLEDO,45514,"CL HIPOLITO DEL CASTILLO, 6",40.10433,-4.32362
3815,FB_0371AD,Rascafría,MADRID,28740,"CL REYES, 3",40.90461,-3.88057
3816,FB_03946D,Rivas-Vaciamadrid,MADRID,28521,"CL LAGO GARDA, 1 LOCAL 12",40.3293,-3.51177
3817,FB_02A7EE,Rivas-Vaciamadrid,MADRID,28521,"CL PAZ, 4",40.36654,-3.54168
3818,FB_03983E,Rivas-Vaciamadrid,MADRID,28522,"CL ALOE, 14   CC STA. MONICA",40.36094,-3.53422
3819,FB_0393F2,Rivas-Vaciamadrid,MADRID,28522,AV JOSE HIERRO ESQ CL JOVELLANOS,40.34724,-3.52853
3820,FB_0396DF,Rivas-Vaciamadrid,MADRID,28523,"AV COVIBAR, 8 PT 1 LOCAL 19",40.36543,-3.55012
3821,FB_0393F0,Rivas-Vaciamadrid,MADRID,28523,"P? CHOPERA, 9 L-17",40.36682,-3.53789
3822,FB_028A10,Robledo de Chavela,MADRID,28294,"CL LOS MESONES, 2",40.50107,-4.23784
3823,FB_028A6A,"Rozas de Madrid, Las",MADRID,28230,"CL COMUNIDAD DE MADRID, 41",40.48769,-3.87499
3824,FB_028A62,"Rozas de Madrid, Las",MADRID,28230,"CL CUESTA SAN FRANCISCO, 1",40.49213,-3.87229
3825,FB_029932,"Rozas de Madrid, Las",MADRID,28230,"CL CAMILO JOSE CELA, 13 L-11 P-7",40.52473,-3.89349
3826,FB_038A82,"Rozas de Madrid, Las",MADRID,28230,"CL CUESTA S. FRANCISCO, 25",40.49079,-3.86348
3827,FB_0356F5,"Rozas de Madrid, Las",MADRID,28231,PL MADRID S/N,40.49249,-3.86839
3828,FB_037ED8,"Rozas de Madrid, Las",MADRID,28231,"CL REAL, GALERIA COMERCIAL LAS R 51",40.49075,-3.86996
